ubigeo;Region;Province;District;Area;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
90110;HUANCAVELICA;HUANCAVELICA;MANTA;154.14;1485.243377;1545.392398;1598.59011;1644.726903;1683.875787;1716.276815;1742.317485;1762.510556;1777.470629;1787.890718;1794.519862;1798.142661;1799.561427;1799.581486;1799;1783.676111;1741.537353;1677.148087;1595.583139;1501.98645;1401.2144;1297.581401;1194.709266;1095.469482;1002;915.7750557
90111;HUANCAVELICA;HUANCAVELICA;MARISCAL CACERES;5.63;395.3190155;434.7039532;474.3111296;513.5784184;551.9172398;588.7285648;623.4198415;655.4220624;684.2061612;709.2979616;730.2909949;746.856657;758.7513683;765.82062;768;764.8299887;755.935091;741.5308388;721.9481048;697.6270085;669.1044724;636.9960129;601.9731698;564.738475;526;486.4473587
90112;HUANCAVELICA;HUANCAVELICA;MOYA;94.08;1726.723624;1833.386284;1929.696059;2014.768554;2088.143854;2149.772604;2199.984183;2239.441543;2269.087585;2290.08772;2303.772848;2311.586243;2315.037082;2315.662587;2315;2288.087997;2213.983329;2101.875224;1962.091593;1804.935701;1639.792769;1474.557208;1315.367419;1166.593014;1031;910.0189505
90113;HUANCAVELICA;HUANCAVELICA;NUEVO OCCORO;211.56;2052.115927;2147.912667;2233.894583;2309.653444;2375.067482;2430.284755;2475.698403;2511.916005;2539.725244;2560.05798;2573.95461;2582.53037;2586.944922;2588.376301;2588;2575.049734;2539.58756;2484.35507;2412.411934;2326.979557;2231.296311;2128.490818;2021.478637;1912.885766;1805;1699.748875
90114;HUANCAVELICA;HUANCAVELICA;PALCA;82.08;3548.547578;3555.341296;3560.485605;3564.146597;3566.494205;3567.701962;3567.946513;3567.406654;3566.261724;3564.689187;3562.861293;3560.940832;3559.076079;3557.395131;3556;3526.913418;3447.448791;3326.772194;3174.830073;3001.522557;2816.062386;2626.541637;2439.698738;2260.85765;2094;1941.928431
90115;HUANCAVELICA;HUANCAVELICA;PILCHACA;42.97;816.7440038;806.175181;795.1007745;783.5911331;771.7148712;759.5386375;747.1268527;734.5413838;721.8411256;709.0814739;696.3136882;683.5841658;670.9336639;658.396529;646;633.7592134;621.6419417;609.5952925;597.5674458;585.513065;573.3967163;561.1944567;548.8939261;536.4933661;524;511.4281705
90116;HUANCAVELICA;HUANCAVELICA;VILCA;317.76;3081.437137;3121.467325;3155.590765;3184.142184;3207.507993;3226.118957;3240.442796;3250.976718;3258.239835;3262.765437;3265.093138;3265.760964;3265.297533;3264.214568;3263;3238.716783;3172.31611;3070.984455;2942.552912;2794.897082;2635.456926;2470.89486;2306.891889;2148.067467;1998;1859.321276
90117;HUANCAVELICA;HUANCAVELICA;YAULI;319.92;18096.10088;19376.37049;20617.52767;21805.19138;22925.82335;23967.043;24917.89751;25769.07705;26513.06697;27144.23271;27658.83639;28054.98832;28332.54032;28492.93157;28539;28433.25423;28141.10028;27672.93702;27042.06379;26264.37559;25357.91725;24342.31667;23238.13934;22066.21651;20847;19599.98868
90118;HUANCAVELICA;HUANCAVELICA;ASCENSION;432.24;6970.126875;7065.460682;7177.887549;7307.305315;7453.675832;7617.01462;7797.380303;7994.863072;8209.571352;8441.615707;8691.089074;8958.042404;9242.455043;9544.199409;9863;10218.35668;10630.62998;11100.75498;11629.71278;12218.48486;12867.99438;13579.03013;14352.15036;15187.56546;16085;17043.53761
90119;HUANCAVELICA;HUANCAVELICA;HUANDO;193.9;7241.610362;7395.47354;7528.535849;7641.540492;7735.51925;7811.755923;7871.748097;7917.168239;7949.824918;7971.624862;7984.53653;7990.555866;7991.67496;7989.854387;7987;7964.253514;7903.953635;7809.994231;7686.540199;7537.951573;7368.697608;7183.263051;6986.052694;6781.301845;6573;6364.833386
90201;HUANCAVELICA;ACOBAMBA;ACOBAMBA;123.02;8573;8771.692232;8958.447507;9132.500477;9293.15432;9439.786926;9571.855523;9688.899045;9790.537546;9876.468096;9946.456861;10000.32741;10037.94584;10059.20365;10064;10056.37765;10039.43409;10011.57113;9971.18919;9916.79441;9847.081378;9760.989168;9657.732151;9536.809658;9398;9241.344844
90202;HUANCAVELICA;ACOBAMBA;ANDABAMBA;81.85;3340;3556.911271;3761.523725;3951.656962;4125.531541;4281.802232;4419.572787;4538.39295;4638.239289;4719.482036;4782.840726;4829.331682;4860.21064;4876.913752;4881;4857.347115;4792.069888;4689.286081;4553.795715;4390.851879;4205.929275;4004.502607;3791.847358;3572.873596;3352;3133.071036
90203;HUANCAVELICA;ACOBAMBA;ANTA;91.36;5920;6332.2677;6711.094917;7052.072047;7352.282253;7610.315976;7826.210247;8001.326695;8138.184606;8240.266125;8311.810007;8357.608579;8382.820123;8392.806121;8393;8331.925803;8163.111093;7901.931612;7565.905513;7173.366775;6742.304129;6289.433244;5829.535657;5375.065664;4936;4519.887308
90204;HUANCAVELICA;ACOBAMBA;CAJA;82.39;2973;2990.899411;3005.748878;3017.784109;3027.254709;3034.422197;3039.557916;3042.940685;3044.854043;3045.582955;3045.409936;3044.610567;3043.448531;3042.170334;3041;3020.024081;2962.807724;2875.468848;2764.62861;2636.939754;2498.70826;2355.62135;2212.581914;2073.639317;1942;1820.098315
90205;HUANCAVELICA;ACOBAMBA;MARCAS;155.87;2323;2351.865077;2376.438329;2396.969334;2413.743739;2427.078112;2437.314758;2444.816464;2449.961153;2453.13639;2454.733767;2455.143195;2454.747228;2453.915569;2453;2437.351691;2394.670597;2329.298485;2245.943724;2149.369556;2044.13822;1934.42013;1823.869986;1715.565503;1612;1515.117559
90206;HUANCAVELICA;ACOBAMBA;PAUCARA;225.6;9270;10775.46533;12339.91188;13930.56404;15511.97126;17047.7924;18502.63544;19843.8023;21042.80458;22076.5452;22928.09983;23587.07379;24049.55077;24317.68338;24399;24160.21758;23489.37906;22444.34292;21097.3271;19527.88584;17816.26435;16037.77328;14258.58986;12533.14112;10903;9397.060341
90207;HUANCAVELICA;ACOBAMBA;POMACOCHA;53.66;4492;4498.154619;4501.354403;4501.788732;4499.653814;4495.152079;4488.491194;4479.882481;4469.538493;4457.669567;4444.479266;4430.158743;4414.880189;4398.789697;4382;4343.825567;4267.366343;4158.859148;4024.872741;3871.972152;3706.442024;3534.07603;3360.034573;3188.768192;3024;2868.757611
90208;HUANCAVELICA;ACOBAMBA;ROSARIO;97.07;5205;5482.762764;5741.177947;5978.176394;6192.215674;6382.292623;6547.937088;6689.188564;6806.55796;6900.977149;6973.739324;7026.433335;7060.875305;7079.040718;7083;7053.614922;6973.1001;6846.239102;6678.521565;6475.93315;6244.736153;5991.250709;5721.649099;5441.775378;5157;4872.11522
90301;HUANCAVELICA;ANGARAES;LIRCAY;818.84;20045;20602.25515;21149.28067;21681.55274;22194.27902;22682.43682;23140.8185;23564.08269;23946.80954;24283.55798;24568.92361;24797.59636;24964.41826;25064.443;25093;25089.03721;25091.15692;25094.16558;25092.73782;25081.64061;25055.90714;25010.9569;24942.66612;24847.39731;24722;24563.79559
90302;HUANCAVELICA;ANGARAES;ANCHONGA;72.4;5573;5787.476429;6000.841489;6211.124921;6416.17439;6613.671629;6801.154786;6976.04685;7135.68976;7277.383615;7398.430331;7496.181132;7568.087408;7611.754734;7625;7623.738513;7623.981403;7623.806531;7621.252537;7614.389377;7601.37503;7580.497111;7550.200299;7509.102059;7456;7389.874599
90303;HUANCAVELICA;ANGARAES;CALLANMARCA;26.02;1012;1012.932108;1012.322353;1010.266572;1006.866628;1002.229187;996.4644565;989.6848541;982.003569;973.5329984;964.3830563;954.6593813;944.4614998;933.8810258;923;908.980239;889.5158198;865.5054185;837.8589417;807.4705694;775.1953421;741.8297428;708.0968346;674.6363727;642;610.651286
90304;HUANCAVELICA;ANGARAES;CCOCHACCASA;116.6;4314;4255.731005;4197.160514;4138.499955;4079.951701;4021.709457;3963.958331;3906.874396;3850.623585;3795.359812;3741.222285;3688.332104;3636.788284;3586.663518;3538;3491.376978;3447.052946;3404.546904;3363.38393;3323.123422;3283.377823;3243.822362;3204.197259;3164.304319;3124;3083.186953
90305;HUANCAVELICA;ANGARAES;CHINCHO;182.7;181;229.148602;287.3518719;356.4641627;436.8876051;528.35126;629.6835057;738.6113085;851.630445;963.9960933;1069.87957;1162.721158;1235.779879;1282.841218;1299;1298.46667;1296.281195;1290.226542;1278.145724;1258.036618;1228.173941;1187.247668;1134.502615;1069.860028;994;908.3845835
90306;HUANCAVELICA;ANGARAES;CONGALLA;215.64;4114;4191.495988;4258.276292;4314.788745;4361.613693;4399.446574;4429.079956;4451.385379;4467.295264;4477.785115;4483.856275;4486.519487;4486.779612;4485.621862;4484;4472.457058;4442.105023;4394.822203;4332.605589;4257.546724;4171.800055;4077.544511;3976.941268;3872.091764;3765;3657.54251
90307;HUANCAVELICA;ANGARAES;HUANCA-HUANCA;109.96;1504;1542.887868;1576.987274;1606.391214;1631.270212;1651.863972;1668.472236;1681.445136;1691.173342;1698.078245;1702.602417;1705.200568;1706.331219;1706.449319;1706;1701.214233;1688.502582;1668.621227;1642.386701;1610.662528;1574.34293;1534.334078;1491.534171;1446.814051;1401;1354.860063
90308;HUANCAVELICA;ANGARAES;HUAYLLAY GRANDE;33.28;1454;1557.246445;1651.46787;1735.534095;1808.743354;1870.821063;1921.896454;1962.461877;1993.320179;2015.525627;2030.323426;2039.092179;2043.292703;2044.425722;2044;2027.709719;1982.693271;1913.326819;1824.582121;1721.617243;1609.42721;1492.575226;1375.012327;1259.982236;1150;1046.888121
90309;HUANCAVELICA;ANGARAES;JULCAMARCA;48.61;1317;1351.385396;1385.08557;1417.97815;1449.939139;1480.843785;1510.567377;1538.985843;1565.97604;1591.41561;1615.182322;1637.152875;1657.201177;1675.196259;1691;1705.913206;1721.074975;1736.06978;1750.45852;1763.794603;1775.637566;1785.56372;1793.173825;1798.098214;1800;1798.577187
90310;HUANCAVELICA;ANGARAES;SAN ANTONIO DE ANTAPARCO;33.42;438;549.9195165;684.6267321;844.0195045;1028.98578;1238.908013;1471.147744;1720.584263;1979.305929;2236.566809;2479.115848;2691.972806;2859.661235;2967.818434;3005;3003.961653;3000.271585;2989.951364;2969.093532;2934.000704;2881.361964;2808.454404;2713.35292;2595.126986;2454;2291.445973
90311;HUANCAVELICA;ANGARAES;SANTO TOMAS DE PATA;133.57;782;870.3690462;963.3965774;1060.088931;1159.166277;1259.059633;1357.922786;1453.661546;1543.981963;1626.457926;1698.617165;1758.043029;1802.487787;1829.991594;1839;1837.533024;1833.23178;1824.34821;1809.186315;1786.169517;1753.916049;1711.317541;1657.615151;1592.466956;1516;1428.840544
90312;HUANCAVELICA;ANGARAES;SECCLLA;167.99;2326;2442.11179;2557.70466;2671.673406;2782.810855;2889.819905;2991.32952;3085.914539;3172.118968;3248.48228;3313.568148;3365.994995;3404.467813;3427.810737;3435;3434.268524;3433.235819;3430.059013;3422.886916;3409.906676;3389.391288;3359.746282;3319.554546;3267.618625;3203;3125.054821
90401;HUANCAVELICA;CASTROVIRREYNA;CASTROVIRREYNA;937.94;3487;3492.2151;3496.014262;3498.546898;3499.96546;3500.425348;3500.084547;3499.10281;3497.640172;3495.854663;3493.899114;3491.917044;3490.037737;3488.370727;3487;3480.695365;3464.872872;3440.573585;3408.862017;3370.833794;3327.616215;3280.361629;3230.235227;3178.399771;3126;3074.149263
90402;HUANCAVELICA;CASTROVIRREYNA;ARMA;304.85;1567;1569.210521;1570.516235;1570.981236;1570.671612;1569.655299;1568.001801;1565.781706;1563.065901;1559.924426;1556.424937;1552.630775;1548.598702;1544.376418;1540;1527.122826;1498.935722;1457.997835;1407.026727;1348.738438;1285.717851;1220.322974;1154.623556;1090.371681;1029;971.642025
90403;HUANCAVELICA;CASTROVIRREYNA;AURAHUA;360.97;1898;1954.952352;2004.75331;2047.49731;2083.41775;2112.87191;2136.324102;2154.327835;2167.507722;2176.541746;2182.144438;2185.051441;2186.00586;2185.746746;2185;2174.310903;2145.207051;2100.129183;2041.745527;1972.818639;1896.086327;1814.161248;1729.452563;1644.1114;1560;1478.682686
90404;HUANCAVELICA;CASTROVIRREYNA;CAPILLAS;397.95;1385;1401.730117;1415.960609;1427.839125;1437.533792;1445.230286;1451.128869;1455.441406;1458.388296;1460.195319;1461.090397;1461.300281;1461.047241;1460.545851;1460;1450.830248;1425.829041;1387.526385;1338.663892;1282.016071;1220.243316;1155.781856;1090.771812;1027.021055;966;908.8610315
90405;HUANCAVELICA;CASTROVIRREYNA;CHUPAMARCA;373.78;950;982.0629812;1011.234343;1037.43584;1060.640044;1080.868065;1098.186258;1112.702043;1124.558988;1133.931288;1141.017811;1146.035891;1149.21508;1150.791067;1151;1147.876768;1139.539586;1126.381897;1108.841892;1087.397873;1062.5606;1034.86283;1004.846927;973.0517416;940;906.1872821
90406;HUANCAVELICA;CASTROVIRREYNA;COCAS;87.95;972;973.4491215;974.494197;975.1766168;975.5386355;975.6233429;975.4745595;975.1366032;974.6538727;974.0702051;973.4279807;972.7669743;972.1229805;971.5262748;971;966.9404527;956.3185127;940.0780779;919.2163637;894.7454715;867.6588542;838.9035132;809.3586946;779.8215735;751;723.5119599
90407;HUANCAVELICA;CASTROVIRREYNA;HUACHOS;172.01;1885;1887.483547;1888.52696;1888.207471;1886.605918;1883.806411;1879.895841;1874.963126;1869.098108;1862.39002;1854.925497;1846.786146;1838.045761;1828.767327;1819;1794.102776;1742.554725;1669.653095;1581.032295;1482.195255;1378.16146;1273.240958;1170.925988;1073.880202;984;902.5221443
90408;HUANCAVELICA;CASTROVIRREYNA;HUAMATAMBO;54.16;557;549.6914759;542.3467157;534.9927453;527.6554582;520.3596677;513.1291175;505.9864271;498.9529489;492.0485256;485.2911419;478.6964801;472.2774014;466.0433895;460;454.2218306;448.7420239;443.4983995;438.4294212;433.4778751;428.5933203;423.733377;418.8640366;413.9592409;409;403.9733063
90409;HUANCAVELICA;CASTROVIRREYNA;MOLLEPAMPA;165.65;1302;1349.791682;1392.778273;1430.85692;1464.026965;1492.383466;1516.108602;1535.461451;1550.766621;1562.402211;1570.787539;1576.371088;1579.619047;1581.004844;1581;1575.474492;1560.542314;1537.125313;1506.243456;1468.985186;1426.476054;1379.846752;1330.20236;1278.594769;1226;1173.301563
90410;HUANCAVELICA;CASTROVIRREYNA;SAN JUAN;207.25;974;925.8612497;882.0830714;842.4669932;806.8252212;774.9839802;746.7863994;722.0950449;700.7942032;682.792028;668.0226681;656.4485068;648.0626551;642.8918584;641;641.2168754;642.4271474;644.8052375;648.5304858;653.7962001;660.817969;669.8414876;681.1503644;695.0745315;712;732.3808141
90411;HUANCAVELICA;CASTROVIRREYNA;SANTA ANA;622.1;1815;1858.553207;1896.359115;1928.583068;1955.480096;1977.384045;1994.696016;2007.872472;2017.413343;2023.85042;2027.736277;2029.633979;2030.107796;2029.715147;2029;2005.773338;1942.08118;1846.138098;1727.012834;1593.625852;1454.004486;1314.827728;1181.238388;1056.867099;944;843.8249641
90412;HUANCAVELICA;CASTROVIRREYNA;TANTARA;113.01;866;866.7843895;866.2443579;864.4941173;861.6526439;857.8422449;853.1871789;847.812296;841.8416708;835.3972043;828.5971882;821.5548438;814.3768695;807.1620503;800;792.3074098;783.5070677;773.6838847;762.9205479;751.3035636;738.9269721;725.8937782;712.3154693;698.3101657;684;669.5082892
90413;HUANCAVELICA;CASTROVIRREYNA;TICRAPO;187;2080;2074.131395;2065.62718;2054.721939;2041.655473;2026.670579;2010.010854;1991.918439;1972.63163;1952.382288;1931.39305;1909.874364;1888.021447;1866.011307;1844;1821.301771;1797.178277;1771.673921;1744.828175;1716.691233;1687.334105;1656.853329;1625.371181;1593.03258;1560;1526.447631
90501;HUANCAVELICA;CHURCAMPA;CHURCAMPA;133.8718357;5901.204594;5951.524782;5993.847775;6028.725537;6056.758346;6078.587724;6094.889262;6106.365097;6113.735783;6117.731373;6119.081598;6118.505199;6116.69861;6114.324399;6112;6100.219178;6070.253959;6023.885719;5962.959754;5889.395534;5805.183711;5712.369831;5613.027693;5509.226951;5403;5296.312718
90502;HUANCAVELICA;CHURCAMPA;ANCO;270.0140024;8276.293832;8657.819806;9016.656471;9350.247976;9656.4563;9933.586686;10180.40043;10396.11474;10580.38966;10733.30265;10855.31175;10947.20909;11010.0669;11045.17888;11054;11023.71395;10941.99199;10811.49574;10635.42351;10417.50336;10161.94665;9873.363165;9556.646126;9216.839346;8859;8488.06929
90503;HUANCAVELICA;CHURCAMPA;CHINCHIHUASI;164.7197225;3135.043832;3368.297786;3581.366728;3771.485416;3936.909224;4076.917249;4191.759111;4282.557563;4351.180761;4400.098227;4432.233488;4450.824448;4459.30014;4461.180072;4460;4411.888624;4279.111627;4077.167316;3823.609037;3536.178558;3231.325446;2923.203568;2623.143294;2339.532017;2078;1841.800234
90504;HUANCAVELICA;CHURCAMPA;EL CARMEN;75.92907854;2803.141521;2878.098013;2943.388761;2999.223853;3045.981015;3084.186268;3114.492891;3137.659527;3154.528172;3166.002666;3173.028258;3176.572751;3177.60967;3177.103878;3176;3165.953333;3139.088677;3097.167323;3042.092706;2975.864463;2900.529726;2818.133109;2730.66826;2640.034281;2548;2456.178196
90505;HUANCAVELICA;CHURCAMPA;LA MERCED;71.29251443;402.1657526;453.6793637;510.031443;570.9080618;635.7321143;703.6205506;773.3518197;843.3501564;911.6937245;976.1531666;1034.265559;1083.445966;1121.134774;1144.973962;1153;1152.812876;1152.87501;1152.917527;1152.665556;1151.848727;1150.209484;1147.509029;1143.531053;1138.083662;1131;1122.138164
90506;HUANCAVELICA;CHURCAMPA;LOCROJA;80.59089011;4461.728556;4486.672071;4507.294986;4523.938248;4536.961404;4546.739989;4553.662726;4558.128315;4560.54159;4561.30884;4560.832213;4559.503185;4557.695261;4555.756176;4554;4535.729188;4486.714306;4411.252047;4313.90094;4199.306121;4072.044513;3936.494505;3796.734091;3656.470199;3519;3387.202985
90507;HUANCAVELICA;CHURCAMPA;PAUCARBAMBA;102.7902081;4784.385677;5075.149574;5347.023719;5597.374945;5824.173096;6026.018827;6202.145957;6352.400468;6477.199153;6577.471663;6654.590142;6710.29087;6746.592364;6765.714148;6770;6737.244613;6647.015395;6505.239935;6318.754761;6094.976801;5841.577336;5566.174978;5276.064246;4977.993375;4678;4381.30753
90508;HUANCAVELICA;CHURCAMPA;SAN MIGUEL DE MAYOCC;25.27998295;808.9541;860.6144739;909.0392113;953.7257047;994.2808824;1030.4275;1062.005494;1088.968776;1111.378033;1129.390253;1143.2458;1153.253898;1159.777393;1163.217603;1164;1158.058217;1141.663635;1115.9276;1082.134876;1041.677517;995.990092;946.4896683;894.523766;841.3287415;788;735.4742643
90509;HUANCAVELICA;CHURCAMPA;SAN PEDRO DE CORIS;136.9896314;7452.547429;7125.623433;6818.517759;6530.445573;6260.633184;6008.32444;5772.785661;5553.309081;5349.214786;5159.851226;4984.594438;4822.846218;4674.031513;4537.5954;4413;4298.441273;4192.054415;4093.220229;4001.352175;3915.927439;3836.504638;3762.730243;3694.336495;3631.13375;3573;3519.869904
90510;HUANCAVELICA;CHURCAMPA;PACHAMARCA;156.9421338;3104.534706;3109.086414;3112.191645;3113.979127;3114.580662;3114.130975;3112.767323;3110.628673;3107.854311;3104.581719;3100.943651;3097.064416;3093.055453;3089.010407;3085;3061.186288;3001.389061;2911.804425;2799.088558;2669.895837;2530.511184;2386.588162;2242.991915;2103.736501;1972;1850.198172
90601;HUANCAVELICA;HUAYTARA;HUAYTARA;401.25;2307;2310.439485;2312.920671;2314.542654;2315.406581;2315.615578;2315.274505;2314.489395;2313.366471;2312.010619;2310.523268;2308.99966;2307.525596;2306.173783;2305;2304.180884;2303.73169;2303.427905;2303.0332;2302.319646;2301.082527;2299.149573;2296.385132;2292.690263;2288;2282.279072
90602;HUANCAVELICA;HUAYTARA;AYAVI;201.26;1236;1189.711209;1146.019437;1105.023812;1066.798812;1031.399329;998.8654734;969.2270934;942.5079735;918.7297353;897.9154669;880.0931441;865.2989227;853.5804051;845;838.3353639;832.3039066;826.8835273;822.0494354;817.7813389;814.0684259;810.9122481;808.3278423;806.3435451;805;804.3488378
90603;HUANCAVELICA;HUAYTARA;CORDOVA;104.59;1099;1227.242512;1353.48088;1475.22824;1590.18674;1696.35016;1792.083319;1876.174399;1947.859078;2006.817776;2053.149423;2087.326575;2110.137504;2122.621097;2126;2107.035164;2054.129888;1972.076869;1866.592672;1743.799563;1609.758342;1470.089346;1329.701714;1192.634538;1062;940.0095513
90604;HUANCAVELICA;HUAYTARA;HUAYACUNDO ARMA;12.81;458;461.3781992;464.3941223;467.0603713;469.390971;471.4013063;473.1080157;474.5288141;475.6822197;476.5871608;477.2624525;477.7261432;477.994748;478.0824043;478;477.8322623;477.6236834;477.3170559;476.8528771;476.1737002;475.2273712;473.9690942;472.3624242;470.3793897;468;465.2114139
90605;HUANCAVELICA;HUAYTARA;LARAMARCA;205.05;1357;1338.167043;1318.742932;1298.827587;1278.517733;1257.906717;1237.084267;1216.136113;1195.143443;1174.18215;1153.321878;1132.624901;1112.144887;1091.925649;1072;1052.464078;1033.325298;1014.469728;995.7861313;977.1747975;958.5531673;939.8585042;921.048144;902.0979975;883;863.7591496
90606;HUANCAVELICA;HUAYTARA;OCOYO;154.71;1096;1217.485416;1333.888637;1442.763675;1542.083937;1630.330188;1706.53668;1770.296823;1821.733604;1861.442522;1890.416133;1909.959438;1921.604499;1927.031293;1928;1907.188262;1849.446208;1761.086344;1649.4431;1522.089743;1386.188243;1248.021264;1112.717927;984.1554263;865;756.8432544
90607;HUANCAVELICA;HUAYTARA;PILPICHACA;2162.92;3244;3348.081408;3440.100379;3520.080604;3588.28616;3645.19924;3691.494142;3728.008798;3755.715032;3775.688652;3789.080333;3797.088183;3800.932788;3801.835417;3801;3787.889599;3752.583364;3697.391535;3624.839597;3537.595322;3438.393491;3329.960807;3214.945051;3095.852889;2975;2854.475971
90608;HUANCAVELICA;HUAYTARA;QUERCO;697.31;541;562.0450243;583.3046417;604.7673226;626.423403;648.2653482;670.2879645;692.4885037;714.8665992;737.4239649;760.1637953;783.0898168;806.204966;829.5097019;853;876.8199391;901.0543638;925.5878079;950.287264;975.0098282;999.609417;1023.942094;1047.86982;1071.262706;1094;1115.970237
90609;HUANCAVELICA;HUAYTARA;QUITO-ARMA;222.32;1008;1008.704017;1007.468363;1004.45858;999.8485803;993.8179758;986.5495461;978.2268304;969.0318182;959.1427258;948.7318561;937.9635611;926.9923443;915.9611629;905;893.1191251;879.3916118;864.0248191;847.2228735;829.191457;810.1400536;790.2817778;769.8312961;749.0015488;728;707.0250687
90610;HUANCAVELICA;HUAYTARA;SAN ANTONIO DE CUSICANCHA;255.86;1596;1618.62837;1637.96743;1654.193457;1667.513914;1678.163075;1686.397621;1692.492188;1696.734884;1699.422777;1700.85736;1701.340058;1701.167851;1700.629139;1700;1695.710511;1684.478205;1667.033569;1644.147083;1616.620257;1585.274097;1550.935254;1514.420931;1476.524027;1438;1399.556664
90611;HUANCAVELICA;HUAYTARA;SAN FRANCISCO DE SANGAYAICO;70.7;1400;1318.329996;1244.667093;1178.533513;1119.482055;1067.101703;1021.02217;980.9176981;946.5103515;917.5731134;893.9330555;875.4748825;862.1451709;853.9576595;851;851.2398775;852.7623985;855.8891671;860.9499029;868.296614;878.3174845;891.4509593;908.2008802;929.1538164;955;986.559586
90612;HUANCAVELICA;HUAYTARA;SAN ISIDRO;174.95;969;989.7064446;1009.587223;1028.520656;1046.383663;1063.052879;1078.405754;1092.321572;1104.682287;1115.37311;1124.282784;1131.303554;1136.330861;1139.262871;1140;1139.804492;1139.792467;1139.635133;1138.998004;1137.551827;1134.981641;1130.993758;1125.320762;1117.724853;1108;1095.97342
90613;HUANCAVELICA;HUAYTARA;SANTIAGO DE CHOCORVOS;1150.2;3998;4000.423973;3994.29373;3980.087583;3958.329616;3929.580692;3894.429353;3853.48253;3807.356057;3756.664992;3702.013836;3643.986846;3583.13873;3519.986082;3455;3368.135348;3244.263047;3091.567735;2918.277119;2732.182957;2540.289697;2348.592482;2161.97406;1984.201632;1818;1665.17644
90614;HUANCAVELICA;HUAYTARA;SANTIAGO DE QUIRAHUARA;169.32;707;709.8450699;712.1553459;713.9767252;715.3569313;716.3452821;716.9924188;717.3499575;717.4700254;717.4046518;717.2049937;716.9203985;716.5973232;716.2781551;716;709.4847145;691.6638555;664.673711;630.84172;592.4742071;551.6944159;510.3366769;469.8937794;431.5088178;396;363.9066599
90615;HUANCAVELICA;HUAYTARA;SANTO DOMINGO DE CAPILLAS;248.56;1165;1166.428635;1166.763873;1166.068052;1164.406572;1161.847486;1158.460998;1154.31882;1149.49332;1144.056432;1138.078303;1131.625702;1124.760232;1117.536448;1110;1098.051604;1078.347559;1052.123938;1020.659328;985.2255467;947.0457522;907.2608753;866.9050437;826.890258;788;750.8909352
90616;HUANCAVELICA;HUAYTARA;TAMBO;226.58;1138;1034.280425;945.3904466;869.2708879;804.200577;748.7441315;701.7088871;662.1095522;629.1394287;602.1472722;580.6190566;564.1640955;552.5051319;545.4721724;543;544.1722448;548.1664468;555.1674598;565.4116748;579.2019682;596.9244375;619.0679746;646.2480645;679.2365956;719;766.7487791
90701;HUANCAVELICA;TAYACAJA;PAMPAS;109.5239999;10748.40828;10767.00983;10786.0987;10805.82934;10826.36077;10847.85811;10870.49301;10894.44256;10919.88593;10946.99824;10975.94121;11006.85061;11039.82056;11074.88539;11112;11158.95757;11222.15254;11299.26682;11387.91082;11485.69397;11590.27702;11699.40514;11810.9231;11922.776;12033;12139.70836
90702;HUANCAVELICA;TAYACAJA;ACOSTAMBO;168.7595436;5593.093375;5576.754055;5547.944698;5507.805827;5457.52555;5398.319376;5331.4114;5258.016859;5179.325988;5096.489149;5010.603245;4922.699529;4833.733006;4744.573683;4656;4562.934083;4460.714077;4350.621536;4233.898522;4111.770332;3985.454654;3856.158377;3725.065213;3593.318063;3462;3332.117107
90703;HUANCAVELICA;TAYACAJA;ACRAQUIA;110.7289949;5845.957783;5851.312506;5847.705324;5835.696682;5815.882186;5788.885388;5755.35038;5715.933982;5671.297345;5622.096832;5568.97418;5512.54611;5453.393678;5392.05187;5329;5248.100502;5136.227359;4998.474837;4839.998087;4665.863885;4480.920434;4289.68874;4096.278847;3904.333487;3717;3536.929375
90704;HUANCAVELICA;TAYACAJA;AHUAYCHA;91.33861769;4893.538975;4982.799924;5059.646008;5124.614697;5178.39237;5221.794568;5255.745699;5281.258539;5299.413807;5311.340032;5318.19398;5321.141934;5321.342188;5319.929216;5318;5296.776252;5239.596841;5151.076592;5036.17385;4900.001565;4747.654012;4584.054532;4413.830014;4241.216739;4070;3903.487407
90705;HUANCAVELICA;TAYACAJA;COLCABAMBA;600.6096528;23922.97815;23742.32787;23549.93637;23347.2454;23135.67897;22916.64049;22691.50844;22461.6293;22228.30685;21992.78708;21756.23851;21519.7283;21284.1951;21050.42031;20819;20592.38176;20371.26581;20153.33511;19936.26541;19717.90182;19496.37903;19270.18715;19038.19095;18799.61399;18554;18301.16369
90706;HUANCAVELICA;TAYACAJA;DANIEL HERNANDEZ;107.3650506;9228.993947;9337.478814;9436.652385;9526.549439;9607.249096;9678.874097;9741.588979;9795.596582;9841.13231;9878.455693;9907.839;9929.55295;9943.849945;9950.945636;9951;9946.309745;9938.306042;9925.701904;9907.170619;9881.439985;9847.36309;9803.964181;9750.461563;9686.271709;9611;9524.423886
90707;HUANCAVELICA;TAYACAJA;HUACHOCOLPA;293.2154394;3320.655517;3555.224392;3778.256443;3987.120307;4179.584887;4353.87001;4508.67638;4643.194901;4757.096492;4850.504488;4923.95242;4978.330604;5014.825213;5034.853666;5040;5014.428066;4943.669168;4832.190012;4685.246393;4508.618249;4308.342017;4090.455112;3860.767304;3624.671225;3387;3151.934972
